label,text
neg,And if I didnt sign up to the plan and used 3GB Why make customers jump hoops3000 Megabytes  25SGD  75k SGD  Utter contempt 
pos,I have given up on @SingtelSupport and @Singtel because they disregard simple things like honouring the GPL and having reasonable roaming prices
neg,25SGD per megabyte for data in Germany for @Singtel roaming I guess Ill remove my SIM card as soon as I leave Singapore  pictwittercomcWH4n5OVvX
neg,Anyways the issue is not on Singtel TV Go its about your roaming data plans Why did the streaming work on the 1GB plan and not on the unlimited data plan Thats the issue and I admit I should have phrased my initial query better
neg,Haha this is ridiculous I just watched the match on Singtel TV Go on the BEIN channel while on holiday in Indonesia so you need to check your FAQ
pos,Singtel Senior Customer Success Analyst Singapore S00 SG 
neg,It is on the FAQ for Singtel TV Go You can only access live streaming on Singtel TV Go within Singapore Hope this clarifies
neg,I think you may need to check again Ive used Singtel TV Go on roaming many times The issue I had was everything working fine until the match kicked off The Unlimited Data stopped playing but when I switched to my phone which was on the 1GB roam everything worked
pos,Hi Singtel TV Go is only available within Singapore Hope this clarifies You can find more info here  
neg,@SingtelSupport @Singtel bought 7 day hi5 tourist sim Started that today in Mobile that it is expiring in 4 days Not able to reach prepaid helpline Sending number by DM
pos,@SingtelSupport hi I bought your unlimited daily data roaming package for Indonesia so my family and I could watch the UCL final on Singtel TV Go After running fine with no issues the channels are not playing since the match started Please help
neg,StarHub before 2010 was the golden era man Singtel fucked everything up
neg,Singtel is garbage for sureclunky interface in 2019 StarHub was already way better 68 years ago unlucky ur parents dont watch it My dad pays for it
pos,True but yeah I dont have that kind of money haha and I dont like Singtel soooo
neg,fuck singtel la
neg,The experience was very poor Singtel is not what it used to be
neg,Hmmdo you mean the issue only persist while streaming videos In this case to help identify any potential issues with your connection do try and run a Connectivity Test via My Singtel App the registered subscriber can login to do so Let us know the outcome well be here
pos,We are sorry to learn of your experience   Really relieved to learn that your services are back to normal Please do let us know if you require any further assistance well be right here to help
pos,IIJmioStarHubSingTelDSDS
pos,Singtel free
pos,Hi saw your tweet and we regret seeing this Anything we can help Able to share with us if youre facing issues with your Singtel Fibre Broadband services
pos,It was an internal mess up in Singtel They got it working finally at 7 PM
neg,Oh dear were sorry to learn about this Could we clarify if our colleague will be followingup with you on this and when will be the next followup Also did they share with you the reason regarding to the issue
pos,Hi there do allow us to look into this further Able to share with us your Full name Bill Account number and mobile number via DM Ive given you a follow well followup with you there
pos,anyone using singtel wifi 
neg,Yes it was The technician was fantastic but the backend support and the way the system had taken the order and relayed wrong information to the technician was terrible Worst ever experience We ended up using mobile data all day for all our work
neg,Anyone else on Singtel wifi has problems loading videos the whole day So bloody frustrating
pos,lmao singtel acting up again th wifi gtg lol
neg,And perhaps its better to call than to discuss the whole problem on Twitter
neg,How do I create a onepass account if I dont have any email ID to reset my password to
neg,Hi this is definitely not how we want our customers to feel  Could we clarify if the upgrading of plan was done earlier today Also not that we know of were there any installation appointment scheduled Were here to help
neg,@AirtelPresence @Singtel @SingtelSupport  getting wrost service In nirakarpur 752019 khurda district odishaMany times no network we get to see And only 2 line signal we can see Getting bad network and not able to call  netKindly give service or close the 
neg,@Singtel decided to upgrade from 1GBPs to 2 Gbps SingTel messed it up totally Have been with no connectivity since 9 am Singtel customer care sucks
pos,Noted on this Weve replied to you on DM as well 
neg,Ni singtel nye data dgn wifi mcm taik la Kejap2 hilang ape bende bodoh
pos,Hi Can share with us if you have registered for a OnePass account Also able to share with us more on what you would like to do on the app Were here to help
neg,Singtel nye connection buat hal ah babi btol
pos,Done
pos,SingtelSIMSIM
neg, @Singtel takes a jabat itself and subtly fires back at competitor @CirclesLifeSG  telco singapore
pos,Thank you for sharing the details Let us check on this with greater details Able to share your Full Name Bill account number and Mobile number via DM Ive given you a follow well followup with you from there 
neg,There is no email Id associated with my account and I am therefore unable to use the singtel app for any service My SingNet ID is SHARMAANKIT1987
pos,Yes YouTube Facebook Instagram Anything that has videos
neg,Hmm let us isolate on the issue further Can I check if you are facing this issue only when browsing through social media platforms How about streaming videosweb browsing Do you encounter the same issue with slow connectivity as well
pos,Hi there saw your tweet Is there anything we can assist you with
neg,Still doesnt work either
pos,SINGTEL GOOD GET SINGTEL
neg,WHY are you buying a data plan in a cheers when the singtel booth is RIGHT THERE
pos,Hi there my apologies Able to share with us what is the problem with the cheque that you have now
neg,@Singtel @SingtelSupport And if youre always facing high volumes of servicing calls it says a lot about your service quality Never able to get through
neg,Singtel is shit
neg,Hi there not anymore The issue resolved on its own after approximately 45 minutes
neg,Unlimited data Singtel zero one plan post pide SIM card monthly 10 only
neg,Fucking tilt with singtel done with this shit 8 dc in fking 2 weeks
neg,3 for 3 piece chicken meal courtesy of singtel and @hungrygowhere  
neg,Portfolio @ May 2019 Performance Indicators  Dividends YTD Time weighted return 1266 Dividends collected SGD 313111 CumDividend SingTel SGD 77040 Sell in May and go away The great start to the year finally came to a screeching halt with my pictwittercomauLPqR6Gez
pos,Singtel Senior Customer Success Analyst Agency Con 
neg,Singaporebased Telco Singtel and Ninja Logistics fined for data breaches @  Singapore Government RegulatoryFines DataProtection Singtel databreach cybersecuritypictwittercomyU6lAQ5oR1
neg,Are going to give me the same solution like your other staff did If yes then dont bother asking Your wifi its so slow Wanna make payment halfway through it lost it connectivity Wth man
neg,just wtf ah singtel
neg,Singtel fined 25k for data breach involving app  users could  access other customers accounts billing info names and addresses  of up to 330000 subscribers  singapore singtel telco databreach mobile app mysingtel personaldata cybersecurity
neg,Issit just me or singtel having connection issues Why i cant seem to even load anything  @SingtelSupport
neg,Hello there the team shared that the B3 refers to Basement 3 on the video And you are correct its Band 8 
neg, Singtel and Ninja Van fined by PDPC for personal data exposure  ZirigozaGroup ecommerce marketing ENKILes 8020 
pos,Hi Get up to 2 cashback when you make your 1sttransaction viaSingtelDash Sign up with this link now  443mgmDASH46SR1appserverdashcomsgmgmDASH46SR1 TCs applyPS This is not a scam
neg,@Singtel you do realize your LTE900 network runs on Band 8 B8 not B3 pictwittercompbWmvphL3P
neg,Singaporebased Telco Singtel and Ninja Logistics fined for data breaches 
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and NinjaVan 
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja VanThe Drum pictwittercomiP9EkWi9co
neg,Telco Singtel was fined 25000 after an issue with its My Singtel mobile app allowed users to other customers accounts exposing the billing information like names and addresses of more than 330000 subscribers  via @thedrum
neg, @Singtel and @NinjaVanSG fined over SG100k in total for personal data exposure  cybersecurity privacy
neg,Sorry to hear that Can try a Connectivity Test via My Singtel app Select your Fibre Broadband from the list first then the test is under Help Tweet us here of the outcome yah
pos,Jagan Manoj and Praveen are bringing their hilarious humour to Singapore Catch them live at Gateway Theatre Singapore on 15th November ColorsTamil StarHub Waangoo TeamworkProductionsSG singtel ClubColabapictwittercomvudoxVzqDq
neg,fix your FUCKING WIFI LA SINGTEL BUTO CB
pos,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja Van Author Shawn Lim Day Month Year 06 November 2019 Online Magazine Title The Drum URL 
neg,Because of a design problem My Singtel users could access other customers accounts exposing the billing information of up to 330K subscribers  Ninja Logistics was fined 90K for leaving up to 126M individuals data in full view of the public 
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja Van 
neg,SGXMarketUpdate  Telco Plays Grab Spotlight as Singapore Unveils 5G Rollout Plans Telecommunications was SGXs top net buy sector in Oct 2019 with net insti inflows of S559M  @Singtel was top net buy stock garnering highest inflow of S715M pictwittercomhpw6jYJCSt
neg,RT The Drum Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja Van  pictwittercomhQnmcXByJ5
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja1 PromoBot Privacy
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja1 PromoBot Marketing
neg,Singapore acts after whistleblowers unveil data breaches in Singtel and Ninja Van pictwittercomHqlE3eqszA
pos,Singtel volunteers join Globes sustainability efforts in IbaZambales pictwittercom49PeOQSFXX
neg,Singtel and Ninja Van fined by PDPC for personal data exposure  Marketing Interactive 
neg,Singtel wake up la signal at old CCK road last warning sial
neg,FRP strengthening of concrete telecommunication towersFRP concrete towers mobilenetworks concretepoles structuralupgrade highstrength FiberReinforcedPolymer carbonfiberfabrics confinement FRPshell FRPjacket @Singtel externallybonded
neg,Singtel fined 25000 and Ninja Van 90000 for data breaches
pos,Definitely get your point there thank you for taking the time to share your valuable feedback We have highlighted this to the respective teams
pos,Hence catch up tv mode plays a very crucial role in modern context to catch up with various matches and other entertainment programmes at viewers convenient timings Hope @Singtel look into this issue closely to improve service standards Thank you
neg,Appreciate your response Whats the point of watching highlights when I am paying for full matches There is also limitation of recording of simultaneous matches being played at the same timings
neg,From Grab SingHealth to Ninja Logistics  SingTel @Singtel vendor data breach Why our data are given freely in Singapore PDPA Fail dataprivacy Telco Telecom Logistics databreach startups WednesdayThoughts CyberSecurity cybercrime apps BT
pos,On alternative solution wed recommend you to go to the Videos tab inside the Sports page which contains the short highlights of all the matches that were played during the weekend 22
pos,Hi there thank you for your feedback We have shared your feedback and suggestion to the relevant teams for their review for further product improvements 12
neg,Nak beli prepaid card je pun Dia punya queue lama gila Bila sampai turn dia blh ckp prepaid card xdak Dia suruh cari kat 7e Cancelled Tukar guna M1 terus Byebye singtel pictwittercomwAstQ8mVlY
neg,Singtel fined 25000 and Ninja Van 90000 for data breaches 
pos,Today we welcome three global leaders to LeapFrog Investments Julia Gillard former Prime Minister of Australia Simon Israel chairman of Singtel Asias leading telecommunications group and Jaime A Zobel de Ayala chairman of
neg,singtel down isnt wifi not connect sot
neg,Singtel Ninja Logistics fined by privacy watchdog over separate data 
pos,In addition allow me to share that the calls from Singtel will be made via 1688 If you are still uncertain you can always reach out to us at 1688 to verify the calls as well Stay safe22
pos,Singtel fined 25000 and Ninja Van 90000 for data breaches Companies  Markets News  Top Stories  The Straits Timesm wow 
neg,Singtel fined 25000 and Ninja Van 90000 for data breaches  all of the Singapore news you need to know on one page for November 6 2019 via @aecnewstoday 
neg,I got a call today from number 63 70 252 268 which they asking for Remote desKtop control by telling a story to me that they are calling from singtel and my router getting hacked and to share my passwords to him to fix it @SingaporePolice @sgsecure
neg,Singtel and Ninja Logistics fined for data breach 
pos,Singtel Invests S45M to Boost Employees Digital Skills Join the discussion on  DigitalTransformation Telecommunications Telecompictwittercomldv9LAEF6I
neg,isit just me or singtel wifi isnt working
pos,stunning story Did it ended well
neg,Singtel users could access other customers accounts exposing the billing information of up to 330000 subscribers Separately Ninja Logistics was fined 90000 for leaving up to 126 million individuals data in full view of the public 
pos,Singapore Mobile Infrastructure Broadband Operators Statistics and Analyses Report 2019 Featuring SingTel StarHub MobileOne M1 TPG MyRepublic    Business
pos,Singapore Fixed Broadband Market Statistics and Analyses Report 2019 Featuring SingTel StarHub MobileOne M1 MyRepublic  
pos,Will Singtel care to advise in advance those matches not available for catch up mode to record them in set up boxes  able to stream it on mobile devices so that passionate fans like me will have accessibility to watch the complete 10 matches each EPL week @Singtel
neg,If it is really such matches are not available for catch up mode What are the alternative solution can Singtel can provide
neg,Weird After 3 months then your content team had realised that all matches are not available for on demand catch up services Just shows that Singtel services had failed in many levels here
pos,Singapore Fixed Broadband Market Statistics and Analyses Report 2019 Featuring SingTel StarHub MobileOne M1 MyRepublic   
neg,Singtel fined 25000 and Ninja Van 90000 for data breaches  Tiny fines  
pos,@Singtel wifi is so awesome that a page load can takes up to 30 seconds even if you on your wifi it has a super fast speed doesnt lose its conectivity easily The best part You tell them whats wrong the give you same solution over  over again They just wan
neg,why do all these singtel ads have hag white men starring in them
pos,Singtel fined 25000 and Ninja Van 90000 for databreaches  dataprotection personaldatapictwittercomji4akScten
neg,Singtel Ninja Van fined by privacy watchdog over separate data breaches  The Business Times  databreach security ninjavanpictwittercomyppteIvFW6
neg,Singtel Ninja Van fined by privacy watchdog over separate data breaches  The Business Times  databreach security singtel pictwittercomFR6Kg7UAec
pos,T395XXU5CSH2  Galaxy Tab Active2 SMT395 SIN Singapore SingTel SIN 
pos,Hello back I am wondering if astro ria in  and astro ria under singtel mio is airing at the same time It should right Because cemburuseorangperempuan was aired at the correct timing in  instead in  satukanrasa was aired
neg,None of the above  singtel  singapore ShareGoodVibes ForYAMYAM
neg,WHAT HAPPENED TO cemburuseorangperempuan ASTRO RIA UNDER @Singtel WHY WAS satukanrasa WAS AIRED INSTEAD OF cemburuseorangperempuan WHAT HAPPENED @Singtel @Singtel @Singtel   at Dover Gardens
neg,Singtels breach only allowed their customers to view other customers 330k while NinjaVans breach allowed any one to view their 1million plus users info of cos the punishment will be different 
pos,Singtel fined 25000 and Ninja Van 90000 for databreaches pictwittercomBDTAoTioWC
pos,Singtel fined 25000 and Ninja Van 90000 for databreaches pictwittercom43d7sS6Vp1
pos,Singtel fined 25000 and Ninja Van 90000 for databreaches pictwittercomndkk5NhWl9
pos,Singtel fined 25000 and Ninja Van 90000 for databreaches pictwittercomqc578BPxSn
neg,Hi Please switch off your phone take out the SIM  reinsert it after 30 secs Then try to latch on to the local network manually Mobileone SingTel Mobile Starhub I reviewed your account  found recharge cont 
neg,Why are Singtel fined so much less than Ninja
neg,i got 40GB m1 and 20GB singtel 
pos,DM done
pos,Thanks Can DM me as well at this Twitter handle Follow me first then share the full name via DM for verification
neg,Singtel Ninja Van fined by privacy watchdog over separate data 
neg,Singtel pretty decent underground but they overcharge like siao
neg,Pls DM me if u need more Information  I dont know how to DM Sorry ya
neg,I dont remember my account number as I hv converted to gomo My number is 87992162
neg,Singtel Ninja Van fined by privacy watchdog over separate data breaches 
neg,@SingtelSupport hi I would like to get back my deposit of 200 I have change from singtel to Gomo and also change from DP to EP Pls assist
neg,Our new outlet at Singtel Pickering Street will be serving some lunch menu soon Meanwhile why not enjoy some great coffee with high ceilings nice seatings Theres always a reason for good coffee pictwittercomYbLL47fcDg
neg,Indian Twitter naturally focussed on India but there was an operator called MERLION cmon in Singapore which targetted users from all three major telcos M1 SingTel and StarHub 
pos,apa harus pake singtel
pos,Hi Theres actually a quick fix for that Go to your phone settings and select your network carrier manually with SingTel Mobile In a rare case if you still face an issue please write back to me Hope this helps Thank you Chaitanya 
pos,Join Singtel at this years @sgfintechfest and learn more about our mobile financial services like Dash and VIA Open Platform Gilbert Chuah Head Mobile Financial Services will share insights on the evolving digital payments landscape on 11 Nov pictwittercom9yKXBNg9Af
pos,Plot twist Singtel resolved my issue
pos,Thank you for your continuous support 
pos,Kudos to OCBCs BD and press teamwas only two weeks ago this consortium was with SingTel  
neg,No but Telstra private company and Optus Singtel do Neither are NBN
pos,Singapores @Singtel offering service 247  Through temi for the full video go to  Singapore Unboxed RobotpictwittercomlDQJjC5Cdj
pos,Singapores @Singtel offering service 247  Through temi for the full video go to  Singapore Unboxed RobotpictwittercomfoKJjjfLze
pos,Register for our Webinar on November 7th Building a New Generation of Composable Intelligent and Automated Edge Platforms with @ihabtarazi  Chris Nicholl @ADVAOpticalNews and @singtel 5G iwork4dell @dellnetworking @delltech pictwittercomf0ciVOksk2
pos,Register for our Webinar on November 7th Building a New Generation of Composable Intelligent and Automated Edge Platforms with @ihabtarazi  Chris Nicholl @ADVAOpticalNews and @singtel 5G iwork4dell @dellnetworking @delltech @intelpictwittercom6FHQJOPUXz
pos,ETABLC  Is the International trade environment becoming increasingly complex Understand Arthur Langs perspective at 4th Edition of The Economic Times Asian Business Leaders Conclave 2019  8 Nov  SingaporeJoin us @Singtel pictwittercomwj6WgRxDuc
pos,How Singtels network transformation equals business transformation Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomH1orUnylfp
pos,Singtel7SGD80SGD7SingaporepictwittercomeTf4LmeaZl
neg,Wtf got home after a long day and just wanna chill and watch my dramas but damn this lousy Singtel WiFi which have to breakdown today totally spoilt my day
neg,the way i have to on my data at home when theres wifi oh well singtel shitty wifi what xan i do zzz
pos,The @PDPCSingapore announced that it imposed a sanction on on Singtel for failing to put in place reasonable security arrangements to protect the personal data of users on its My Singtel mobile applicationHeres the decision 
pos,singtel uncle pls reach faster im phoneless
pos,I am watching from the TV box that my network provider Singtel provided In my system I will see 
pos,28 more minutes to whatever he said was going to happen im just hoping if its oty in sg that singtel is the organiser so heres yuanyuan for good luck 33 pictwittercomjtjpydUE6v
neg,henlo It is regarding a bill that states my current charges are 1749I understand usually that means on the next bill the charges will minus off 1749but thing is we already cancelled the fibre home bundle and currently have nothing under singtel for billing
pos,Singtel tak sync step dah la reward dia meriah2 free data especiallySiasia tawaf satu sekolah pictwittercomKgio8Y5SgD
neg,Singtel customer hotline is a fucking waste of time Everything is automated no one I can seek help with
pos,Singtelbacked fintech Sygnum gets capital markets services licence  The Business Times
pos,SingtelBill
pos,David Gonski is well known for sponsoring emerging female directors such as Ilana Atlas and Catherine Brenner but theres certainly a trend emerging here with Paul OSullivan joining the ANZ board today They were connected at Singtel  Coke too 
pos,Singtel Manager Corporate Procurement Singapore S00 Singapore 
neg,How Singtels network transformation equals business transformation 
neg,Fact  SingTel owns almost 35 of AirtelI think the ownership details mentioned here isnt correctOr am I missing something here @
pos,Still cheaper than Singtel 
pos,2r2 macam kiwak Aku nak pakai singtel je lepas ni
pos,Thank you for reinforcing this I thought it would be a good idea to let you all know and warn others in some small way
pos,I forgot how slow singtel wifi can be 
neg,Hi Im afraid the call is not from Singtel  Weve previously released a statement here  to alert the public of this ongoing scam We strongly encourage to block the callers number via your devices settings as well Stay safe
neg,How does Singtel stack up against its subsidiaries  associates Opensignal has analysed the experience of users across Singtel groups mobile operator subsidiaries and regional associates  see how they differ pictwittercomjiHGBtQV5s
neg,How does Singtel stack up against its subsidiaries  associates Opensignal has analysed the experience of users across Singtel groups mobile operator subsidiaries and regional associates  see how they differ pictwittercomCQygJmomFi
neg,How does Singtel stack up against its subsidiaries  associates Opensignal has analysed the experience of users across Singtel groups mobile operator subsidiaries and regional associates  see how they differ pictwittercomx51g12bv48
neg,How does Singtel stack up against its subsidiaries  associates Opensignal has analysed the experience of users across Singtel groups mobile operator subsidiaries and regional associates  see how they differ pictwittercomDqFBXx6XUU
pos,Job Data Analyst Broadcast  Company Singtel  Location Singapore S00  Singapore  Singapore Operations Research Jobs  More info at  
pos,Great people make great companyesports egg astro singtel telkomsel espl gtrz callofduty pubg mobilelegend pes fifa lol freefire garena blizzard esl esportsdotcom tech 
neg,JSQUARED 6 off 50 Min Spend at ezbuy Singtel Dash 
neg,puki nye singtel malam malam advertisement hantu plak hahaha
pos,SingTels Amobee Boosts Mobile Advertising by Acquiring Adconion and Kontera Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomJ1wieXJJBP
neg,Its so hard to communicate with Singtel Their customer service is getting from bad to worse 1 Differences in fibre plans not highlighted during recontract 2 Staff has never highlighted the fact that external 
neg,The most useless thing to exist in this world is singtel
pos,Kebetulan kami pakai IBM Cloud setelah sebelumnya vps di singtel So far ok dan ndak pening jagainnya 
pos,Oct 2019 Portfolio Oct had a bad reputation for being a bear month but this time its quite different and we can see a bull run I also made used of a dip in Singtel and added some more into my portfolio  Temasek also helped abit by announcing their 
neg,singtel kau just taik ah
pos,Try pakai singtel takpon indosat  pakai line malaysia semua kroni makan rasuah 
neg,How u know i work at singtel
neg,use singtel instead lmao  starhub sucks 
neg,Laptop cant get connected to the home wifi after singtel upgrade by replacing the modem Both singtel acer helpdesk cant fix the problem not even the call in serviceman So helpless now and downright depressed Frame out away from the pc Reset reformat Think only next week
pos,P9Club X Singtel DashAGift charity initiative  p9club porsche @ Shaw Lodge 
neg,hahaha kann tahu takpe terus masuk line singtel nasib baik ada wifi 
pos,You are playing more confidently Keep up the great workRespect @MonsterGaming @secretlabchairs @Twitch @TeamRazer @Singtel @CapcomFighters @StreetFighter @lapchiduong ccgx2019
pos,Singtel is the service provider For better result I hv purchased this router
neg,when I have time to finally sit down and catch up on everything Singtel decides to not give me my WiFi connection staph 
pos,ASTARs ARTC has signed an MoU with Singtel and JTC to integrate 5G technologies into its smart ModelFactory in Jurongastar enhancinglives 
neg,SINGTEL I FREAKING H8 U WHY DO THIS WHEN VICTONS LIVE
neg,@Singtel wifi is so terrible especially the past months and now during the weekends The past years they have been on the lowdown urgh @SingtelSupport I pay my bills on time and even gave them loyalty support for 6 years WHAT IS THIS  Im moving to another 
neg,@SingtelSupport hi singtel I am experiencing extremely slow internet speed for the past week I am using the airties Air 4920 WiFi mesh
neg,@Singtel is this from singtel or scam pictwittercomuOob7caEyj
pos,Quality Specialist Singtel  Singapore  The Quality Specialist is responsible for improving the service standards in the contact centre HeShe is to take ownership for improving customer experience through   For More Jobs  Please Go2 Our Page
pos,820505 works for singapore singtel
neg,the singtel wifi outside damn lousy
pos,12GB32Singtel pictwittercom2JJgrcMVQY
neg,Singtels wifi sucks singtels cellular data sucks Omg im quit this shit
neg,Im gonna break my hp and fuck singtel up  why is my data so slow
pos,singtel give me a free data boost right now or im switching to starhub  pictwittercomjlIS7JDtPg
pos,Want digibank We have the largest cohort of US Fintechs coming to the Singapore FinTech Festival   DM us to meet Grab Gojek Singtel RAZR PING AN Tencent Delta Partners SenaHill Partners LP Financial Technology Partners  FT Partners
pos,JSQUARED 20 Cashback with Singtel Dash via Eatsy App 
pos,Trending KLSE News  Daily Markets Briefing STI up 068 Singtel led the gains amongst top active   
pos,Hi Ralph Youre right that I focus on USEU and AMG which leaves out several other players Alibaba is major in Asia and there are several important regional champions including SingTel and OVH So I confess to a certain myopia and welcome info on those others 
pos,The power of RPA democratization Valerie YeongTan of Singtel learned to build her own @UiPath bot at the age of 65 inspiring her coworkers Now Singtel is ready to invest 327M to boost its employees digital skills 
pos,GUA PAKE SINGTEL
neg,Kontrak singtel sg phone baru included no upfront utk existing customer kontrak dua tahun bayar bulan2 50Compare kat sini digi cthnya ada upfront kontrak dua tahun bulan2 200
neg,shit Singtel keep on disconnecting
pos,Singtel buy this final broadcast 
neg,Minat Mat Ket dan Haris HarunAnak jati Singapura Kerja di Singapura Ada live dekat Singtel TV pictwittercomTAHXDKO8SJ
pos,sayang singtel lebih laaaa  
pos,Oops hahahahahaha because red is singtel
pos,Congratulations to all the @totaltelecom WCA19 winners  delighted to have been on the judging panel  @nokia @Singtel @RedHat @liquidtelecom @PCCWGlobal @telecomegypt @EvolvingSystems @ibasis @ATT @SKtelecom @drivenets @vmwaretelco @
neg,IAM Platform Curated RetweetVia How Singtels network transformation equals business transformation  TMFDigital 5G NaaS DigitalTransformati
neg,How @Singtels network transformation equals business transformation  TMFDigital 5G NaaS DigitalTransformation
pos,Looking at Charles achieving a Singtel Scholarship makes me so proud of himIts so surreal how he was retaking his exams many years back and here he is taking up a scholarshipReally easing his mums burdenMe on the other hand 
pos,Sygnum which counts Singtel Innov8 the venture capital arm of Singtel Group as one of its investors was founded by a team of Swiss and Singaporean professionals 
pos,What an inspiring story Check out how Cayman Management expanded with Singtels Start Digital Solution and how Financio helped make the whole accounting process easy Read the full success story here 
neg,lol singtel why is my data always having issues i just wanted to send a message on tele
pos,Thanks @Singtel  pictwittercomGPL3LKyEQ3
pos,Love u Singtel  
pos,Fans in Singapore  can watch Shakir Hamzah and Hariss Harun face off in the Piala Malaysia Final  between Kedah and Johor Darul Tazim on SingtelDont forget to watch the match this Saturday at 900pm Which team will lift the trophy PialaMalaysia2019pictwittercom3AHSgxTV3B
pos,Comparing user mobilenetwork experience across Singtel group highlights mobile Voice Video and Download speed differences  telecompictwittercomZ188b0aaEY
pos,New APK Version Update My Singtel 780 Android 50 Download pictwittercomdF64HZBzPh
pos,My Singtel 780 Android 50 APK Download for Android  apk latest Download Android
pos,Hi there can check if you are still having unstable WiFi connection this morning You can try our Connectivity Test on My Singtel app Just select your Fibre Broadband from the list and the test is under Help Tweet me here of the outcome yah
neg,what da fook lah singtel data
pos,SingtelStarhubSMSStarhub Starhub
neg,I have been patience since September Problem still persists Every EPL game week your team tends to upload 67 matches out 10 matches Why cant we have 10 complete matches uploaded every EPL game week Thx  for looking into this issue Looking fwd to effective solution soon
pos,digitaltransformation insights from TMForum  Singtels network transformation equals business transformation 
pos,Singtel and AIS debut VIA Asias first crossborder Mobile Payment alliance 
neg,singtel really sucks
neg,Hi there sorry to hear that Are you facing intermittent connections or are you unable to connect to the fibre services
neg,Fuck singtel unstable af
pos,Lol malaysian number apanya I tried using my singtel singapore number to register for getbats and it valid okehh lmao
pos,Youre most welcome Glad we could help 
neg,@Singtel ur wifi is problematic
pos,Thank you
pos,Hi there we do have Roaming Plans that you can subscribe to while travelling to Europe You can check them out by launching the My Singtel App  Roaming  Manage Roaming Addons  Roaming rates 
pos,singtel my siblings also on circles life also I think
pos,Hi there sorry to hear that Allow us to check on this with the relevant teams Your patience is greatly appreciated in the meantime Thank you  Sharlyn
pos,@Singtel @SingtelSupport do you offer mobile service in Europe
pos,Singtel on the hunt for creative production agency pictwittercomCia68Mka5g
pos, Singtel on the hunt for creative production agency  ZirigozaGroup ecommerce marketing ENKILes 8020 
neg,Till now I do see incomplete update as in not all the matches updated as proper to do catch up on those missed EPL matches May I know when this can be resolved Appreciate your prompt response ThankspictwittercomTmTu3OnIwm
pos, 2820GB100SIM
neg,WHAT SINGTEL M1 STARHUB AND TPG DIDNT TELL YOUThere are hidden powers inside your mobile numbers and it can be positive or negative After 10 years of intensive study of over 70000 mobile numbers in China 
pos,Considering to switch to gomo cheaper leh and its singtel so its fast right
pos,Singapore businesses mixed on nearterm prospects amid uneven growth polls Singtelbacked fintech Sygnum gets capital markets services licence at  
neg,Were truly sorry to learn of your experience and wed like to help you out on that Ive given you a follow so do drop us a DM with the following details of the registered subscriber Full Registered Name  NRIC  Contact Number
pos,same here 2146 also around 3045 mins ago
neg,Hi Optus the cable internet is down at 2146 for the last 30 minutes Technical phone support to your Mumbai call centre has a 35minute wait The Live chat window is overflowing  hence not available How are we expected to report a fault @Optus @Singtel optus optusoutage
pos,Singapore Telecommunications  Date of announcement of Singtel Groups Results for the sec SingaporeTelecommunications Stock MarketScreener pictwittercomwa1rzvp3Jw
pos,Singapore court hands down jail sentence fine to retailer of illicit streaming devicesSingaporecourt Jail fine retailers streaming @premierleague @Singtel @StarHub @foxnetworks
neg,She said she would call back regarding this  3 hrs and yet there isnt any call  I whatsapped  singtel helpline  They too  didnt get back to me  This is very disappointing  I make my payments on time but being overcharged is devastating
pos, @Singtel on the hunt for creative production 
neg,And the person who spoke with me was really rude and did not explain anything to me but rather blamed me saying that I did not cancel anything
neg,No I didnt get their name  The termination of subscription was via phone call  And they waiver additional chargers last month  And told me there isnt gonna be anymore subscription  Now when I called them this month  they said there is a subscription
neg,Oh dear sorry to hear that  May I clarify if youve received a Service Agreement upon the termination of your subscription Did you also manage to get the name of our colleague
pos,Singapore singtel pictwittercompJviTuwvGF
pos,Singapore Singtel
pos,India to Singapore network ku MNP available Illa Avaru sonna SINGTEL Singapore network
pos,Yow singtel ah nan STARHUB la Vivobee SIM suggess pannuven spl for data pack 20 10GB plus addon data available
pos,Yeah only 20 new seats Need some new clients last I heard they had some tenders in process so fingers crossedBeyond that should see further integration with OptusSingtel over time
neg,Yes  They are over charging me for subscriptions Ive already cancelled  And the customer service person was so rude to me on the phone  Was told that shell call back asap Its been 2 hours and she yet to call me back
neg,Halo gang why is maxis suddenly better than Singtel Omg did they finally get their shit together
pos,Singtel Broadens Cloud Offerings with the 810 million Acquisition of Managed Security Firm TrustWave Join the discussion on  DigitalTransformation Telecommunications Telecompictwittercomy1Y8YVHVF1
neg,@Idea @VodafoneIN @airtelindia @Singtel all of whom hv made huge investments in india are being forced to shut shop cause 1 company wants to monopolize the telecom market What brand IndiaNext up the decimation of @Walmart and @amazonAnyone investing in in
pos,KAN Macam sg kena ada singtel number means untuk orang sg je sebab mostly singtel untuk orang sg Haih sp bongok memang cemni
pos,Singtel hotline playing punk with me
