,text,target,target_new
3060,No More Recontract Voucher from Singtel Best Phone to Recontract andSell ,0.7,1
3061,Singtel Voucher 100 ,0.1,1
3062,went back to singtel after like 4 years and i dont want it anymore singtel is the last telcom to bring in a concert,-0.6,0
3063,Singtel Ericsson and Singapore Polytechnic open 5G Garage   NewspictwittercomVmBjOwGsyk  Analytics thanks @RichardEudes,0,1
3064,bro why is singtel being a bitch today and everything is 3G not 4G,-0.7,0
3065,Singtel Ericsson and Singapore Polytechnic open 5G Garage   NewspictwittercomVmBjOwGsyk   Analytics Thanks @RichardEudes,-0.1,0
3066,Singtel Ericsson and Singapore Polytechnic open 5G Garage   NewspictwittercomVmBjOwGsyk   DataScience thanks @RichardEudes,0,1
3067,@SingtelSupport Hi Singtel i have not been able to make phone calls and no 4G network for the whole day Please help,-0.7,0
3068,Hi Do perform a Connectivity Test via the My Singtel App while logged in to your ONEPass account Then follow these steps  Launch the app Scroll down to select your Fibre service Perform a Connectivity Test  Click Yes Start TestDo share the outcome of the test ,0,1
3069,Hi there Oh dear could you drop me a DM with the registered subscribers full name NRICFIN and a contact number so that we can check on this further and contact you if needed,0,1
3070,Unfortunately notwe must just wait How do @Singtel run a business like that ,-0.3,0
3071,whats the best promo at comex @starhub or Singtel personally i think starhub promo is getting from bad to worst ,-0.6,0
3072,Hi @Singtel Ive been facing broadband and mio issues since the afternoon weve tried resetting the routers and still unable to connect Error is no internet connection What is happening,-0.8,0
3073,tigersugarsg boba for 265 Thanks singtel  @ Tiger Sugar Singapore  ,0.1,1
3074,Hello there Yes of course  May I ask to clarify when he ported from Singtel to GOMO,0.5,1
3075,Hey there Hmm are you facing this in only a specific location or multiple locations,-0.3,0
3076,@Singtel singtel Prepaid today Data Very slow  what happen,-0.9,0
3077,Hey there Our Prepaid Team has confirmed that your order for the purchase is successful and can be picked up at selected redemption points They have also sent another confirmation email to you Thank you ,0.1,1
3078,Download T835DXU3BSG4 Official Android 9 pie for Galaxy Tab S4 105 LTE SMT835 Singapore SingTel SIN  SIN ,0.4,1
3079,Download A520FXXUBCSH1 August 2019 Patch for Galaxy A5 2017 SMA520F Singapore SingTel SIN to SIN ,0,1
3080,Hi Were currently working with the respective teams on a fix for this Do keep a lookout for future app updates Appreciate your patience in the meantime,0.5,1
3081,My gadI suggest Singtel pls just cutoff the data service upon reaching the monthly data limit the subscriber must give hisher otp replying to the notif if the subscription will be continued or not FS i just lurked in twitter and IG then this happened pictwittercomOxwIBJuz8Z,-0.5,0
3082,@SingtelYongEn hi i just wanted to feedback that some of my colleagues  I have received calls at our office saying that theyre calling from singtel and specifically mentioned your internet provider  Seems like a new type of scam,-0.7,0
3083,Hey there When youre in your room are you able to detect 24Ghz and 5Ghz both belonging to your Fibre Broadband service when searching for a hotspot near you with your device Also are multiple devices facing the same,0.3,1
3084,Singtel app ver 760,0.1,1
3085,Andriod version 70,0,1
3086,Samsung s7 edge model,0,1
3087,Singapore kicked off the application process for its digitalbank licences and issued detailed guidelines for potential contenders which could include @GrabSG and @Singtel ,-0.5,0
3088,50 OFF Tiger Sugar Signature Brown Sugar Boba Milk Tea for Singtel Customers from 5  7 Sept 2019  singapore deal sale singtel tigersugar,0,1
3089,JSQUARED 50 off Signature Brown Sugar Boba Milk at Tiger Sugar via Singtel Rewards Singtel Customers ,0.3,1
3090,@SingtelSupport Will your SingTel tourist sim data works in Malaysia tooIs there any price difference between ordering sim card online or buying @ singtel store,0,1
3091,I cant even get a proper wifi connection these days fucking SingTel Broadband  Im connected or not SingTel Broadband  pictwittercomXDSqTwnJmi,-0.9,0
3092,APER LJ SINGTELASYIK DOWN JERRRR,0,1
3093,Yes but they dont have Singtel and Rensselaer choosing representatives There are no functional constituencies that tilt the field to any one side The only thing stopping the opposition for gaining power is the opposition,0,1
3094,Hmm able to share with us the specific device model and system version that you are currently using,0.2,1
3095,I only have 1 device,-0.1,0
3096,Oh dear Are you facing the same issue with another device,-0.3,0
3097,  for us to look into this further as to why the letter was sent after 1 year later,-0.2,0
3098,Hmm based on the screenshot youve provided above it seems like there are two conversions from Telephone Point to Data Point on 18 July 2018 Nonetheless Ive given you a follow Kindly drop me a DM with the registered subscribers full name account number and contact number,0.1,1
3099,Awesome Hope I could be there to hear it ,0.9,1
3100,@SingtelSingtel app keeps crashingMy current singtel app version  is 760Any help,0.1,1
3101,Yes I signed up for 2yr home broadband I waa never told of these charges during signing up and also during installation And how come it was charged after 1 yr when ideally should have reflected in next month statement The statement also shows same entity charged twice,-0.9,0
3102,Yes I signed up for 2yr home broadband I waa never told of these charges during signing up and also during installation And how come it was charges after 1 yr when ideally should have refle ted in next month statement The statement also shows same entity charged twice,-0.9,0
3103,HAHAHHAHAHAHAHHhH,0,1
3104,singtel 30days dataprotectioninsurance ,0,1
3105,In case you missed it check out our latest newsletter to know more about OCBC and Singtel may be joining forces to apply for a virtualbanking license here   Dont forget to subscribe here  fintech banking financialservicespictwittercommcnJ098u9Y,-0.3,0
3106,My TPG mobile connection seems to be patchy around West Bt Batok to Ayer Rajah since this morning Needed to switch to SingTel for better connection Any other TPG users experiencing similar issue,-0.1,0
3107,@SingtelSupport @singtel can some one help me with my recontact date My number qualifies for Singtel Circle,0.3,1
3108,Is your business futureready Our panelists from @Singtel @ONEChampionship and Premier Corporation discuss how to build a modern organization ThinkWirecardpictwittercomDybc5uzUst,0,1
3109,hmmmcan check which specific channel pack you subscribed to You can try to cancel it via My Singtel app as well Do make sure as well that you didnt sign it with a contract,-0.6,0
3110,Fox sports  I paid for it within Singtel app,0,1
3111,One of the exciting benefits of being in our ICE71 programmes is that you are able to engage the cyber range from Singtel Cyber Security Institute at no cost Thanks CSI for hosting our ICE71Accelerate3 startups and ICE71Scale startups ICE71pictwittercomvbvdud9r6s,0.9,1
3112,can you help me cancel my sports subscription,-0.2,0
3113,O yey this month bday aku dpt free 1 gb thx Singtel,0.6,1
3114,Hi not that we know ofcan try to sequentially reboot both modem and ONT It can help sync and stabilise the connection,0,1
3115,I am wondering the same thing Can DM me your account number and full name so we can check further,0,1
3116,great got it now thx,0.8,1
3117,hi no only on the phone tried logging in through cast though via singtel,0,1
3118,Checked out Singtels Cyber Range earlier today  pictwittercomSCTUwwQP43,0.1,1
3119,Issit @Singtel currently having problem Wifi is unstable,-0.3,0
3120,Cat6 cable The upload speed is looks ok So I am not sure how it cannot deliver download speed if its related to these hardware specsetup that you are asking Thank you for your support,-0.6,0
3121,@SingtelZack  subscribed to fox sports  1 hour ago and online on the desktop website it still says i have not yet subscribed to this content can watch on my phone on the cast app but i want it on the laptop,-0.5,0
3122,Good morning Thank you for the info How about the cable connecting the modem to your PClaptop Can share what are you using,0.8,1
3123,@Singtel my current plan is way too expensive Im probably gonna run outta data before this tweet goes outThanks  for fighting for our TelcoFreedom @,-0.6,0
3124,singtel ads hurts me,-0.4,0
3125,Gago ung ad ng singtel ,0.2,1
3126,Singtel wifi being an ass,-0.1,0
3127,singtel got me crying with this one reminded me to my lil sis well thats puberty going on right there ,0.6,1
3128,ok now i subscribe singtel ,0,1
3129,hello singtel wifi what the fk,0,1
3130,mending beli singtel aja 15 dollar buat bbrp hari gtu klogasalah di sevel ada,0.2,1
3131,SingTel also dropping in standard I am their loyal subscriber since 1997  Nowadays only money talks  sad ,-0.7,0
3132,mending beli singtel atau provider lain di sana jatohnya lebih murah,0.4,1
3133,you may be eligible to sign up for a Mobile Postpaid Plan However there may be a deposit required and for more details you may walk in to any of our Singtel Retail Shops as our colleagues there will best be able to advise accordingly 22,0.4,1
3134,Hi there existing Singtel Prepaid Customers can retain their existing mobile phone numbers while switching to a Postpaid Price plan Do take note as well that if your Work Permit is still valid for a minimum of 12 months 12,-0.2,0
3135,Singtel Celebrates Christmas with The Gift A short film for this coming festive season encouraging Singaporeans to spend quality time strengthening bonds and connections with family and loved ones Singapore,0.8,1
3136,  Singtel  The gift       ,0.6,1
3137,You can now view your latest Singtel bill dated 08 Dec 2019 The total due for this bill is 68978 due on 23 Dec 2019,0,1
3138,singtel commercial is SOOOO touching like,0.8,1
3139, that singtel youtube ads really touch my heart,0,1
3140,Ok gw lagi nnton youtub trus ada iklan natal singtel provider hp di singaporeFix Ini iklan gw tonton smpe akhir dan berhasil buat gw nangis  makin kangen keluarga kalo kek gni mah huhu,0.4,1
3141,@Singtel bring back one direction this is us to netlfix get rid of Cameron Dallas,0,1
3142,why singtel advertisement always hearthbreaking,-0.3,0
3143,WKWKWKWK pasti iklan singtel,-0.1,0
3144,Iklan singtel di youtube sedih btw ,0.2,1
3145,How many times should I DMAirtel will not resolve this Ill be contacting ombudsman regarding this I have all call recordings and screenshots @TRAI @DoTIndia @airtelindia @Singtel,-0.8,0
3146,Singtel christmas ad is so ,0,1
3147,Singtels heartwarming Christmas ad elicits angry unrelated comments on Facebook,0.3,1
3148,Singtel Customer Care Officer Singapore S00 Singapore ,0,1
3149,Singtel Customer Service Officer Singapore S00 Singapore ,0,1
3150,Hey there were concerned about this and would like to help you out Understand that you had previously reached out to our colleagues with regards to the credit amount Able to share with us if you were provided with any case reference number,0.7,1
3151,Wrong RT @CybersecAsia @Singtel aims to enhance Singapore governments Productivity Solutions Grant PSG by curating a range of cybersecu ,-0.2,0
3152,@Singtel aims to enhance Singapore governments Productivity Solutions Grant PSG by curating a range of cybersecurity solutionsSingtel Cybersecurity DigitalTransformation DigitalEconomy CybersecAsia Security EndpointSecurity UTM Telco ,0.8,1
3153,Singtels heartwarming Christmas ad elicits angry unrelated comments on Facebook Digital Singapore News  AsiaOne ,0.3,1
3154,Other people at that Singtel ad Awwwwww Me Bitch wtf,-0.6,0
3155,   ads  Singtel  ,-0.2,0
3156,i have been fighting singtel for 4 hours what the actual fuckery,-0.9,0
3157,IKLAN SINGTEL SEDIH BGT,0,1
3158,Dang the new singtel Christmas ads really makes me cry The message really touch me dont be such a brat hooman Asking your parents for more money new phone and stuff bragging about not having anything Cus you dont know how hard they work for us right,-0.8,0
3159,yung christmas ad ng singtel pinaiyak ako hanggang dito ba naman sa pinas,-0.2,0
3160,Iklannya singtel udah cukup menyedihkan seperti iklan asuransi thailand,0,1
3161,Iyakin na kung sa Iyakin but this commercial made me so much Well done @SingTel well done ,0.7,1
3162,Despite Hengs attempt to force FakeNews on Singaporeans through POFMA threats its clear SingTels investment in Bharti Airtel is in deep trouble @,-0.3,0
3163,Singtels heartwarming Christmas ad elicits angry unrelated comments on Facebook pictwittercom79JVcxKPSS,0.3,1
3164,Tengah malam bgini lagi jeda belajar terus nonton iklan thegift dari @Singtel di ending video kayak tertampar dengan quote nyanever lose your connection with family,-0.5,0
3165,Gentle reminder to myself to not ever hop onto singtel again,0,1
3166,Blm pernah liat iklan singapore di youtube Trus akhir2 ini nemu iklam youtube dri sana smua Kyk singtel dan dbs gtu Tp barusan ketemu nya yang singtel ,0.3,1
3167,iklan singtel sedih amat ,-0.2,0
3168,Seems like @Singtel wants to keep your money at all costs They have a credit that they were supposed to send me several months ago they make me chase it every month It isnt a small amount but I dont like letting them get away with it,-0.7,0
3169,Omg just a saw a v touching Ad on YT and turns out its a SingTel Ad omg ,0,1
3170,Never lose your connection with your family THE NEW SINGTEL AD ON YOUTUBE GOT ME ALL THE FEELS OVER A MUM STRUGGLING TO PAY FOR HER DAUGHTERS PHONE SO MUCH LOVE,0.5,1
3171,Manila Water still wants to wrench another P74 billion in taxpayers money ordered by a threeman panel of foreigners in Singapore the country of the Ayalas biggest partner in Globe Telecom Inc the Singapore Telecommunications Ltd or Singtel ,-0.3,0
3172,Eh Singtel emng uda masuk indo ya Kok iklannya jd beserak gini ,0,1
3173,Iklan natalnya Singtel ini bagossss ,0.1,1
3174,Perhaps Time to check if the TELCO CARTEL is also LOSING MoneyAs ReasonExcuse for not delivering SINGTELSINGAPORE Standards of ServiceThese Oligarchs sure have been increasingly rapingpillaging this meekhapless Nation FOR DECADESW as much GREED as our Politicos pictwittercomydzep6VTGC,-0.9,0
3175,Our colleague Lim Poh Eng Senior Engineering Officer at Singtel and national lawn bowler has clinched Gold at the 2019 SEA Games together with her team mates Congratulations to Poh Eng and her team @The2019SEAGames SEAGames2019pictwittercom5A1M4MoqOl,0.8,1
3176,people using your internet,0,1
3177,Christmas Countdown  Il regalo pi bello secondo Singtel ,0.7,1
3178,Surely Sunil Mittal also not putting any money Not sure what the smart brains in singtel are thinking,-0.8,0
3179,Makes sense He put it very well Why put good money after bad I think GICSingtel are having similar thoughts,0,1
3180,Clearly old crony industrialist dont have money if their political buddies dont arrange money for them from PSU banks As I see it Idea needs to be sold off but bharti can survive with singtel raising their stakes,-0.4,0
3181,a rare occasion when i decided not to skip an ad  turns out to be a heartwarming one i cried a little good job singtel,0.3,1
3182,@SingtelSupport Someone has a Spotify account using my email address Spotify says the account is associated with Singtel Is there a way we can tell this person they have the wrong email,-0.4,0
3183,Singtel directory,0.1,1
3184,why is apple x singtel ads SO DAMN LONG on yt,-0.6,0
3185,SINGTELWorldClass TELCO Service IN SINGAPORE OR INSTANT FRANCHISE REVOCATIONAs GLOBE PHpartner SingtelWORSE than THIRDWORLD ServiceREVOKE GLOBE  SMARTs FRANCHISENOWLETS TELL SIN Court PH DEMANDS GOOD CLEAN PUBLIC SERVICELETS BE RESPECTED for a Change pictwittercom7KMpCBlVBi,0.4,1
3186,Personal Blog Post Singtel Celebrates Christmas with The Gift A short film for this coming festive season encouraging Singaporeans to spend quality time strengthening bonds and connections with family and loved ones Singapore,0.8,1
3187,Optus deputy to take over as CEO as Singtel veteran Allen Lew moves to new role inThailand pictwittercom1gv4Hki0Cs,0,1
3188,Optus deputy to take over as CEO as Singtel veteran Allen Lew moves to new role inThailand pictwittercom3CnW8EpIbI,0,1
3189,Haha nice bro Im at singtel doing sales and marketing  Lepak2 hahah,0.8,1
3190,gomo singtel wasted almost two hours chating with a silly bothuman to get a freaking replacement SIM card gomo badservice OMG singapore m1 starhub CustomerExperience CustomerService customerNoService,-0.8,0
3191,Yes Singtel is Globe Telecom part owner,0.3,1
3192,Gw suka iklan natalnya SingTel,0.3,1
3193,Despite being very profitable Manila Water still wants to wrench another P74 billion in taxpayers money ordered by a 3man panel of foreigners in Singapore the country of the Ayalas biggest partner in GlobeTelecom Inc the SingaporeTelecommunications Ltd or Singtel ,-0.7,0
3194,Why gaming esports and 5G are the keys to Singtels international goals  via @thedrum,-0.2,0
3195,Naa nasad ning Singtel with its touching advertisements HAHAHAHAHAHAHAHA,-0.6,0
3196,Terima kasih Singtel telah membuat jumat pagiku dipenuhi dengan kebaperan pictwittercomWMkBPCdtPd,0.7,1
3197,Singtel veteran Allen Lew to take on new roles ,0,1
3198,Thats the lamest answer It basically says you have no plans to support eSim,-0.9,0
3199,Axis Corporate Edition conference Telecom Gonzalo Martinez de Azagra moderates a panel on 5G joined by Boaz Peer Qualcomm Gal Avital Singtel Aric Tal Nokia Tal Achituv Samsung and Alon Bermann ,0.2,1
3200,Still no way to check the 019 usage  Its a shame that you have no way to check the usage  no notification on the app or no sms This month my bill shot up to 652 SGD because I crossed the 700 minutes quota  Do you expect us to add minutes every time we hang up SHAME ,-0.9,0
3201,Iklan natal Singtel di YouTube bagus,0.5,1
3202,maunya filmmm masss dah nontonin iklan singtel juga kemarenn,0.2,1
3203,is singtel ok,0.1,1
3204,Iklan singtel bikin nangis anjir,0.4,1
3205,Ive followed you  able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,-0.1,0
3206,Woa okay thanks for the information ,0.8,1
3207,Iklan singtel di youtube adalah iklan berdurasi 5 menit pertama yang kunonton full sampe abis tanpa skip karena penasaran dan pada akhirnya berhasil membuat mataku berkaca2 padahal ni apaan si woi gjls tapi bagus jg,0.4,1
3208,my singtel best friend,0.7,1
3209,@hernameiszurah you are back Singtel friend ,0.1,1
3210,Singapore stocks to watch Friday STI Mapletree Logistics Singtel Keppel Lendlease Global REIT pictwittercomTxsxKMweIw,0,1
3211,kak pake kartu apa ko tulisannya singtel,-0.4,0
3212,The Best one out in the market am told is @SIngtel You can find them everywhere in town in Singapore Stayconnected  GS,0.8,1
3213, singtel     ,0,1
3214,Watched it more than 10 times just to see tge daddy lmao,0.6,1
3215,same old shit lag lag lag lag lag fuck you singtel,-0.8,0
3216,Post 131Year 2 Week 58Company ReportSingtel Singtel Last updated2511201911762019 SingTel  PC21762019 SingTel  Sudhan P 31362019 SingTel  UOBKH 41362019 SingTel  Sudhan P 51362019 SingTel  KE 61362019 SingTel  Financial pictwittercom3OMu2K9VFq,-0.3,0
3217,I enjoyed watching that 5 minute Christmas drama ad on YouTube from @Singtel A 5 minute ad Who has time for that,0,1
3218,Should I recontract singtel or port over to circle life,0,1
3219,I would not give anything to @OptusEnterprise @Singtel The cant handle broadband Football world cup so why give them Club World Cup They will hash it up Has Lew left yet  @theage JenniferDuke RichardBayliss,-0.3,0
3220,Most Public Sector Enterprises are WHITE ELEPHANTS run by PROCRASTINATING @IASassociation  bureaucrats  The GOVT  our bureaucrats must learn how Singapore runs SingTel  competes with private players like Starhub  m1 Loads of lessons there for us @PMOIndia @TRAI @DoTIndia,0.3,1
3221,SingTel One of the worst customer service I have seeni was a call for 60 minutes and put on hold for 45 mins Th  ,-0.9,0
3222, SingtelDBSYOMAEV,0,1
3223,Mom went to Singtel to do some stuff She spoke to a tiny screen in the  Cafe more than a week later no reply or follow up And guess what they said when we called them We cannot find anything come down again and redo everything How about F  U,-0.9,0
3224,Singtel to push forward with 5G cloud gaming trial Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomQeDTBDQ4n6,0.5,1
3225,Singtel appoints new CEO at Optus Consumer Australia Lew moves to new role    digitalhealth socialmedia digitalmarketing AI IoT industry40 healthtech mhealth,0,1
3226,Why gaming eSports and 5G are the keys to Singtels international goals1 PromoBot marketing,-0.2,0
3227,Why gaming eSports and 5G are the keys to Singtels international goals pictwittercomJIf4brLP6w,-0.1,0
3228,Why gaming eSports and 5G are the keys to Singtels internationalgoals ,-0.2,0
3229,Iklan singtel bikin nangis masa ,0.5,1
3230,Thanks for sharing to help identify potential issues with your connection do download the My Singtel App and login to your ONEPass account Then follow these steps 12,0,1
3231,Le reprsentant dOptus au poste de PDG Allen Lew ancien combattant de Singtel occupe un nouveau poste en Thalande Actualits et actualits de Socits et marchs  Jambonburst ,-0.5,0
3232,Grab launches GrabPay card partnership with Mastercard to tap Aseans US300b digital economy Grab also said to be talking with Singtel on Singapore Digital Bank License Bidmobilebanking digitalbanking futureedge paymentsystems ,0,1
3233,Fibre broadband sis,0.3,1
3234,Singtel appoints Bayer Rosmarin as CEO of Optus Consumer Australia Lew moves to new role ,0,1
3235,Singtel appoints new CEO at Optus Consumer Australia Lew moves to new role ,0,1
3236,Singtel appoints Bayer Rosmarin as CEO of Optus Lew moves to new role ,0,1
3237,Hi Could we clarify if youre facing these speeds on a Fibre Broadband or mobile network connection,-0.1,0
3238,New Personal Blog Post Singtel Celebrates Christmas with The Gift A short film for this coming festive season encouraging Singaporeans to spend quality time strengthening bonds and connections with family and loved ones Singapore,0.7,1
3239,Ive followed you  able to drop us a DM with the Registered Subscribers full name NRICFIN and contact details Do also let us know which game youre facing this on and if youre on a wiredwireless connection,-0.1,0
3240,Fix yourself @Singtel Before I learn how to make bombs and bomb everything that you own  pictwittercomR3ywe0QWOg,-0.4,0
3241,SingTel Very hard to reach a real person even customer support at comcentre is thru tablet  ,-0.5,0
3242,Optus deputy to take over as CEO as Singtel veteran Allen Lew moves to new role in ThailandThailand SingTel TheNationThailand,0,1
3243,Singtel koothi,0,1
3244,Singtel 4990 a month ,0,1
3245,BHARTIARTL telecom seeks dot approval for bringing in additional FDI of rs 4900crs  Singtel stake in Bharti telecom will be up by 84 via @TradeGyani,0,1
3246,on a game  fibre broadband,0,1
3247,Optus deputy to take over as CEO as Singtel veteran Allen Lew moves to new role in Thailand ,0,1
3248,Could we clarify if this is happening for a specific activityapp Also are you encountering it while on mobile data or on a Fibre Broadband connectivity,-0.4,0
3249,@Singtels Christmas advert makes me all teary ,-0.4,0
3250,Bayer Rosmarin promoted to top job at Optus  appointments Singtel Optus,0.6,1
3251,the ping when we connect to mumbai servers are extremely high and it should not be the case  all singtel users face this issue in the game  But starhub and the other ISP does not have this issue  I have seen many people complaining about this but nothing is done,-0.4,0
3252,Im at @SingTel Shop in Singapore ,0.2,1
3253,Singapore Telecommunications  Singtel names Kelly Bayer Rosmarin as CEO designate of Optu SingaporeTelecommunications Stock MarketScreener pictwittercomO7nanXTB20,0,1
3254,Singtel Optus deputy takes over the reins as CEO designate ,0.1,1
3255,nonton iklan singtel nangis wkwkwk,-0.1,0
3256,Singtel names Kelly Bayer Rosmarin as CEO designate of @OptuspictwittercomJr6UNV00RJ,0,1
3257,First do a piece on how much of Singapores infrastructure is HUAWEI SingTel will be a good place to start Hint A lot,0.2,1
3258,Just seen @Singtel s ads on youtube titled The Gifts Thats touching af,0.7,1
3259,Never lose connection with your family  SingtelSaw their ad on Youtube It was really nice,0.6,1
3260,Fund raise is gonna be difficult now that Jio chose to  continue steep discounting GICSingtel will think a hard before punting away good money after bad,-0.3,0
3261,Unlike DivockOrigi @Singtel Cast never shows up for the big games,-0.3,0
3262,Trending SGX News  One less overhang for Singtel as telco sees lift from Bharti Airtel fees Maybank   ,0,1
3263,Trending KLSE News  One less overhang for Singtel as telco sees lift from Bharti Airtel fees   ,0,1
3264,Singtel BhartiAirtelSGX Company Announcement 4 Dec 2019 after market closeSINGTEL overseas associate Indias Bharti Airtel plans to raise up to USD 3 BILLION via a variety of PublicPrivate Placement ,-0.1,0
3265,Between 139 and 55 I guess everyone can make the correct choice Oh ya I lost the Spotify service by singtel So its 139 to 65 per mth Since I always buy naked phone I dont really care abt the contract,-0.7,0
3266,Every mth I monitor my wife use close to nothing while I use like a whale That time singtel is the only service that have unlimited Now I made the switch My plan is 45 per mth and my wife is 10 per mthMine is 50gb 10000 mins call time and 10000 sms,-0.2,0
3267,After all the matches are finished still no response or at least an update to your subscribers @Singtel you ought to be ashamed of yourself,-0.9,0
3268,I bet all your engineers are still sleeping Matches finish still service downtime If you cannot provide proper services dont hoard the rights to broadcast EPL Let someone else better do it @Singtel,-0.9,0
3269,i wna watch the game n this singtel wna act up ,0,1
3270,@SingtelSupport  My CAST is not workingFootball game is on nowwhy is Singtel like thatam so angry,-0.6,0
3271,This is way beyond the expectations of @BSNLCorporate Time to shed another 40K staffs in say 5years and make the Co profitable BSNL should look towards companies like SingTel which is promarket and yet profit making entity ,0.8,1
3272,The Singtel Christmas ad is worth the watch especially sa generation karon,0.4,1
3273,@Singtel did a great job making unskipped ads like thisThe Gift  via @YouTube,0.7,1
3274,Taena angaganda ng mga ads sa youtube lalo na yung singtel bayon,-0.3,0
3275,Iklan natal singtel sedih juga,0.3,1
3276,ew singtel,0.1,1
3277,So fucking annoyed with singtel and this stupid hooq shit,-0.9,0
3278,Treat customer service staff with respect and they will ensure they will do the best for you Kudos singtel technical branch,0.9,1
3279,Singtel celebrates Christmas with The GiftA short film for this coming festive season encouraging Singaporeans to spend quality time strengthening bonds and connections with family and loved ,0.9,1
3280,Literally singtel wifi rabs bro rabs,0.2,1
3281,Just tried it SIM card card didnt have signal in another phone other SIM card on the phone had signalIts the SIM card issue,-0.5,0
3282,Hi unfortunately we dont have any news on this yet Do stay tune on our page wwwsingtelcom for updates,-0.4,0
3283,Sad to hear that Is it totally cant connect to Singtel mobile network If possible can try to insert the SIM on another device to isolate the issue,-0.8,0
3284,Singtel fked up,-0.8,0
3285,Great deal When will you offer it on esim as well,0.9,1
3286,@SingtelSupport team do you have any update on when in the near future will eSIM be supported by SingTel  My contract is nearing its end of life and Id like to stay as a customer but Im afraid if you dont have good news Ill be taking my business to M1,-0.1,0
3287,the singtel traveler sim offers 100gb which is essentially unlimited for us travelers ,0.4,1
3288,The Gift  via @YouTube Singtel Christmas Singapore,0.4,1
3289,Looks like the Mittal family is out of money So can Singtel pay for increased stake in Bharti It generates about 4bn of operating cashflow including dividend from its associates almost 90 of this is used for capex  dividends 5050 approx Net debt  10bn,0.4,1
3290,deadleg21 Pay with Singtel Dash for 50 off Selected Tiger Sugars Signature Brown Sugar Drinks ,-0.2,0
3291,LIKE TV NOT LIKE SINGTEL OR LIKE MIO TV,-0.5,0
3292,New post Global IOT Smoke Detectors Market Research Report 2019 Credencys Huawei Singtel San Jiang  Report H ,0,1
3293,BHARTI AIRTEL TELECOM SEEKS DOT APPROVAL FOR BRINGING IN ADDITIONAL FDI OF RS 4900CRS  SINGTEL STAKE IN BHARTI TELECOM WILL BE UP BY 84,0,1
3294,Singtel @Razer and @mtvasia present the mini documentary series Esports Road to SEA Games The 4 part series shows the journey of regional esports players to the 2019 Games  the first time esports has been included as a medal event  Watch here pictwittercomyshulvqpey,0.4,1
3295,Fifa Club World Cup  @ClubWorldCups rights in Australia acquired by Singtel Optus @OptusSport,0,1
3296,Why ah What happened Isit Singtel give for free,-0.7,0
3297,Z74 chart     SINGTELSGXSG FlagZ74 340 SGD 002 058 12 04 1640 UTC82 1755829B009512,0.1,1
3298,SKSKS is ur hdmi connected to ur singtel thingy,0.2,1
3299,Singtel tv is ch 518,0.1,1
3300,Im so thankful for singtel haha But what is thisssssss  pictwittercompGcwLVr6Iw,0.8,1
3301,Hi sorry to hear of this Are you still in queue Can share which Singtel Shop so we can share your feedback with them,-0.1,0
3302,Whats the point of being a prestige member when I still have to wait an hour in line because you only have ONE staff serving prestige members while everyone else w a normal queue number is just zooming ahead @SingtelSupport @Singtel this is ridiculous,-0.9,0
3303,Companies form alliances for Singapores digital bank licences  @GrabSG @StanChart @Singtel DigitalBank,0.2,1
3304,3 hours later and no response from singtel ,-0.5,0
3305, Singtel       ,0,1
3306, SG FANS YOU CAN WATCH 2019MAMA LIVE ON FOLLOWING CHANNELS 1 Singtel Mio Tv tvN HD    CH 518 Mandarin    CH 619 EngKR2 StarHub Cable Tv tvN HD     CH 824 Red Carpet Live from 3pm 5pm SGT Live show from 5pm  9pm SGT,0.4,1
3307,way to fucking go @MyRepublicSG offer me a slot on the 6th of december online based on that info i arrange for my singtel fibre to be cancelled on the 8th now you call me and tell me the earliest you can come is on the 13th i already fully regret trusting your company,-0.9,0
3308,Iklannya Singtel edisi Christmas bikin mewek,0.4,1
3309,Nonton iklan singtel christmast eve kok monanges yamolli,-0.2,0
3310,Singtel Credit Management Officer Agency Contract Singa ,0,1
3311,ok just watched singtels 5 minute christmas ad  its so sad ,-0.4,0
3312,Ka socio pala nila Singtel dto s Singapore grabe mga ito i learned this from karambola,0.6,1
3313,A great smartmobility transport sweden collaboration workshop between Singapore and Sweden on Smart Mobility Innovation  the possibilities are endless Thanks to key experts from Land Transport Authority LTA Singapore Singtel NCS Group Nanyang Techn,0.9,1
3314,Cindy Tan Head of Marketing Singtel International shares insights on fostering a vibrant esports ecosystem garnered through @Singtels regional initiative PVP Esports ASEANs first multigame multicountry esports platform VidConAsiapictwittercomr2NKxlweFa,0.8,1
3315,Hmm allow us to assist you further Please drop us a DM with the following Registered Subscribers details  Full Name Affected Service NRIC,-0.5,0
3316,  Great heartwarming video  and to think a video that reminds us not bo too obssessed with our phone comes from SINGtel,0.9,1
3317,since it happened before i have called and asked about the issue they said the extra data will be added in a few days assuming every month is gonna be like this its been 2 weeks already,-0.6,0
3318,Hi there were concerned to learn of this Able to share if you had reached out to our Prepaid Hotline with regards to this issue If so able to share what was advised,0.2,1
3319,i should just fuckin change my plan just fuck singtel i swear,-0.6,0
3320,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercom3wVwXJ8YG2,0.2,1
3321,Singtel Optus secures exclusive rights to Qatars Fifa Club World Cup SportBusiness pictwittercomKzZwSX4JR5,0.2,1
